ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
46605
ITEM: BOX BOUNDS pp pp ff
0.0000000000000000e+00 7.5204971283511398e+01
0.0000000000000000e+00 7.6781222183235400e+01
0.0000000000000000e+00 1.2000000000000000e+02
ITEM: ATOMS id type c_pot c_ket
680 1 -9.22068 0.043898
681 2 -35.9183 0.0357346
684 2 -32.3764 0.0222626
687 3 -9.61457 0.0139877
692 3 -9.0542 0.0168985
693 3 -7.91255 0.0705947
697 3 -9.28865 0.0099282
700 3 -7.76419 0.00349619
1122 1 -8.8874 0.0734574
1124 1 -8.47593 0.0541896
1125 1 -7.71117 0.00443328
1126 1 -9.27998 0.0126188
1127 1 -9.10666 0.00830978
1128 1 -9.20511 0.0578271
1129 2 -34.9252 0.0681347
1131 2 -34.5855 0.0265845
1132 2 -28.6785 0.0329122
1133 3 -8.89417 0.00104595
1134 3 -8.93936 0.0269453
1136 3 -8.75059 0.04049
1137 3 -9.49559 0.0329568
1138 3 -9.24678 0.0229014
1139 3 -9.04201 0.0101649
1141 3 -9.27897 0.0170439
1142 3 -6.85937 0.00773134
1143 3 -8.86482 0.132406
1145 3 -9.65469 0.0399459
1147 3 -9.22944 0.0590987
1148 3 -12.6669 0.042603
705 1 -9.87412 0.0186548
708 1 -9.01346 0.0189016
709 2 -36.2239 0.130172
712 2 -35.1034 0.06233
715 3 -7.2509 0.058756
720 3 -8.61748 0.0357251
721 3 -7.82073 0.0477191
725 3 -9.0674 0.0348859
728 3 -8.88206 0.0389133
1150 1 -9.10562 0.0286813
1152 1 -8.96787 0.0109444
1153 1 -8.92011 0.0953287
1154 1 -10.1166 0.0281042
1155 1 -9.33142 0.00809552
1156 1 -9.18567 0.0767146
1157 2 -35.1455 0.0119313
1159 2 -36.1645 0.0252396
1160 2 -30.2225 0.0218982
1161 3 -8.92585 0.114898
1162 3 -8.96437 0.00984148
1164 3 -7.90944 0.0166214
1165 3 -9.86204 0.0369179
1166 3 -8.47071 0.0354486
1167 3 -9.06749 0.0198099
1169 3 -8.4351 0.0920932
1170 3 -5.97514 0.0495981
1171 3 -8.36003 0.00652214
1173 3 -9.18435 0.0488288
1175 3 -9.01955 0.0244157
1176 3 -10.0065 0.0206354
1149 1 -6.60971 0.00213902
745 3 -9.53099 0.0125055
760 1 -9.07688 0.0447658
774 3 -8.53722 0.013637
769 3 -8.75035 0.0271395
759 1 -5.76928 0.0247407
742 3 -8.76992 0.0385202
732 1 -8.94723 0.021182
746 3 -8.3235 0.00696372
741 3 -9.09156 0.0163839
773 3 -6.97495 0.0555733
770 3 -8.69358 0.0280893
781 3 -9.1725 0.0148334
1218 3 -8.87208 0.00837801
1193 3 -11.4981 0.000595532
1185 2 -33.9469 0.031075
1183 1 -9.08525 0.0248379
733 1 -10.3709 0.0314957
1180 1 -8.50073 0.0474413
1231 3 -8.43022 0.0751884
737 2 -35.5259 0.00431423
1199 3 -8.37773 0.0245304
771 3 -8.08515 0.0208741
1208 1 -8.4885 0.0239663
748 3 -8.74707 0.0140227
749 3 -8.52676 0.0653582
743 3 -8.4245 0.00789461
1217 3 -8.94364 0.0509628
761 1 -9.54485 0.0303047
1223 3 -8.51997 0.0445893
764 1 -9.39683 0.0150593
1189 3 -8.65903 0.035177
1192 3 -8.30141 0.00614055
768 2 -34.1949 0.0629569
1212 1 -8.93839 0.0639677
1194 3 -9.05938 0.0316336
1222 3 -9.32538 0.0179946
776 3 -7.92871 0.0224489
1204 3 -11.2588 0.0161844
1201 3 -9.41758 0.0362054
1197 3 -9.45628 0.0302231
1203 3 -9.44078 0.019965
1220 3 -7.89846 0.0326122
777 3 -8.16557 0.0940881
740 2 -32.6305 0.0195882
784 3 -9.08459 0.00789301
1213 2 -35.8277 0.0177354
1207 1 -4.47839 0.0469381
1184 1 -9.12505 0.0399943
1195 3 -8.91048 0.026559
756 3 -7.60051 0.0293867
1229 3 -10.0637 0.0565374
1206 1 -9.18769 0.0148589
789 1 -11.0864 0.00196727
1221 3 -7.58992 0.0596866
1215 2 -35.2854 0.0343687
1232 3 -12.187 0.0362734
765 2 -36.7065 0.0193524
1210 1 -10.2217 0.0152804
1233 1 -8.90659 0.00138033
1179 1 -5.83675 0.0750339
1188 2 -26.4809 0.00952387
1216 2 -31.8127 0.0510312
1187 2 -35.8819 0.0152272
1209 1 -7.46223 0.0698713
1227 3 -8.81491 0.00788074
1225 3 -7.99416 0.0217236
1198 3 -6.43724 0.0240362
1178 1 -8.84019 0.0063006
736 1 -9.14419 0.0101074
1190 3 -9.47374 0.00282679
1181 1 -8.50044 0.0431172
1226 3 -6.21426 0.022383
753 3 -8.92214 0.0605188
1211 1 -9.74984 0.0218512
1182 1 -9.22043 0.0786478
788 1 -10.586 0.0175881
797 3 -8.96397 0.00474452
798 3 -7.53919 0.010555
801 3 -3.5987 0.0190282
802 3 -6.42632 0.0247407
816 1 -10.0853 0.0106797
825 3 -8.32371 0.0122377
826 3 -8.18097 0.0177316
829 3 -7.56905 0.0193107
830 3 -5.29825 0.0267218
792 1 -9.70945 0.0453326
793 2 -38.4821 0.0892112
796 2 -41.6432 0.019047
799 3 -3.78434 0.0634908
804 3 -7.72586 0.029575
805 3 -6.10161 0.00626831
809 3 -8.2808 0.0103141
812 3 -5.98514 0.0139206
1234 1 -10.3334 0.00160082
1236 1 -10.4509 0.0192036
1237 1 -11.2559 0.0385788
1238 1 -13.2851 0.0114465
1239 1 -10.0812 0.0382842
1240 1 -9.29138 0.0121004
1241 2 -37.4541 0.0133508
1243 2 -38.4235 0.0796496
1244 2 -41.4813 0.0341218
1245 3 -8.69865 0.0536338
1246 3 -8.07901 0.00881461
1248 3 -6.73542 0.039198
1249 3 -3.99171 0.0134558
1250 3 -6.22957 0.0240892
1251 3 -8.4552 0.036544
1253 3 -6.43774 0.0322069
1254 3 -2.66591 0.0599457
1255 3 -7.52397 0.0297548
1257 3 -8.61024 0.021948
1259 3 -6.57586 0.0710143
1260 3 -5.18994 0.125457
817 1 -13.6195 0.0663613
820 1 -9.89521 0.0110471
821 2 -36.9625 0.0785316
824 2 -38.7198 0.0165123
827 3 -4.71576 0.0792517
832 3 -7.73081 0.028254
833 3 -7.30283 0.0905388
837 3 -7.95153 0.00784049
840 3 -3.60693 0.00497748
1262 1 -10.7951 0.00468258
1264 1 -10.9902 0.0304398
1265 1 -13.2469 0.0363367
1266 1 -14.5783 0.0677442
1268 1 -9.70937 0.0142196
1269 2 -38.7262 0.00961596
1271 2 -41.8691 0.0305228
1272 2 -44.1964 0.0247763
1273 3 -8.52717 0.0319639
1274 3 -7.38517 0.0241151
1276 3 -4.72825 0.0187508
1277 3 -2.97677 0.0463526
1278 3 -4.71378 0.0418919
1279 3 -8.34969 0.0612147
1281 3 -6.04659 0.0181462
1282 3 1.02021 0.0414345
1283 3 -6.73324 0.00914083
1285 3 -8.21828 0.0339916
1287 3 -6.43124 0.0593471
1288 3 -3.01438 0.00303195
854 3 -9.36224 0.0661606
853 3 -9.18297 0.0070306
844 1 -8.30054 0.0474482
871 1 -3.89277 0.0360801
872 1 -8.85864 0.0214741
881 3 -9.14439 0.0139158
857 3 -11.2893 0.01429
858 3 -8.49276 0.0703366
885 3 -7.79632 0.0137494
882 3 -8.27553 0.0115061
886 3 -9.13508 0.0831659
843 1 -6.3484 0.0804566
1316 3 -2.78579 0.0499452
845 1 -10.983 0.0144111
1307 3 -9.03601 0.0749543
1304 3 -6.46799 0.0268998
877 2 -36.5869 0.0384297
1293 1 -13.9371 0.0193524
861 3 -8.47581 0.0244058
1329 3 -8.59356 0.0272455
1344 3 -4.62792 0.0891383
1299 2 -40.3877 0.0550215
1290 1 -9.63894 0.0225356
893 3 -9.08007 0.0381668
888 3 -8.17614 0.101797
896 3 -10.8702 0.00169817
883 3 -6.93754 0.0428445
1330 3 -8.38563 0.0258277
1321 1 -13.115 0.0696508
1313 3 -7.51204 0.0315489
1334 3 -6.37258 0.0389697
1343 3 -7.84732 0.0584666
1297 2 -38.4674 0.00909667
1320 1 -9.98913 0.0509122
1292 1 -10.5521 0.0159685
889 3 -7.98254 0.0135273
1318 1 -9.42116 0.0345966
1302 3 -7.69259 0.0277447
849 2 -35.2328 0.0211221
1325 2 -37.6058 0.0517885
1335 3 -8.74875 0.0169632
1322 1 -11.2531 0.0259265
1339 3 -7.99583 0.147452
1337 3 -6.91509 0.0876552
1341 3 -7.9411 0.0208774
852 2 -29.9962 0.0202512
1309 3 -6.20315 0.0291117
873 1 -8.86048 0.0222577
1306 3 -5.68642 0.0728198
1317 1 -6.85388 0.0560017
1311 3 -7.0657 0.0286242
868 3 -8.60534 0.0163321
1323 1 -9.43875 0.0319009
1267 1 -10.068 0.012572
1295 1 -9.42648 0.0142702
1338 3 -4.47594 0.0165762
1300 2 -43.4585 0.07719
880 2 -33.9436 0.0404252
876 1 -9.49262 0.103815
848 1 -9.02835 0.00897219
1294 1 -12.2304 0.0153876
1328 2 -36.0727 0.0311191
860 3 -8.76115 0.0264861
855 3 -8.9912 0.0101116
865 3 -8.71579 0.116417
901 1 -11.1468 0.00164115
1305 3 -4.79725 0.0483398
1333 3 -7.67309 0.0680084
1327 2 -38.0896 0.0606786
1324 1 -9.80936 0.00569099
1315 3 -7.98416 0.0221922
1296 1 -10.2219 0.0399849
1332 3 -7.69394 0.0202094
1310 3 -1.03932 0.058394
911 3 -4.54599 0.0168064
916 3 -7.2441 0.0691966
1346 1 -10.4825 0.0235327
1355 2 -40.4266 0.0257945
1360 3 -6.22103 0.0196191
1363 3 -8.47095 0.0413782
1371 3 -7.30293 0.01433
939 3 -5.31661 0.0588296
944 3 -7.9867 0.0028131
1374 1 -10.2395 0.0975554
1383 2 -39.1018 0.0187983
1388 3 -5.88593 0.0212761
1391 3 -8.43152 0.0633385
1395 3 -7.54279 0.051127
1351 1 -9.80749 0.0460391
1367 3 -7.3346 0.0239674
1379 1 -9.62207 0.0152336
1345 1 -8.7276 0.0551631
1366 3 -2.74893 0.0137001
1378 1 -12.2325 0.00256031
1394 3 -1.52199 0.0149443
1399 3 -7.85079 0.063168
1350 1 -12.9524 0.0266457
1348 1 -10.0415 0.0544914
1349 1 -13.2709 0.0166187
1352 1 -9.45198 0.0673866
1353 2 -35.51 0.0386498
1356 2 -37.1792 0.0204587
1357 3 -8.81459 0.0359717
1358 3 -8.43264 0.0189264
1359 3 -8.02558 0.0214273
1361 3 -5.6012 0.0063252
1362 3 -5.69922 0.0623751
1364 3 -8.99064 0.025683
1365 3 -7.81014 0.0431894
1369 3 -8.31913 0.0174379
1372 3 -4.39327 0.00403509
1794 1 -9.77196 0.0183176
1798 1 -11.642 0.0190543
1799 1 -9.07462 0.0296709
1803 2 -41.057 0.00946502
1808 3 -5.42625 0.161729
1811 3 -8.67948 0.0638631
1814 3 -1.12102 0.0168975
1815 3 -7.31747 0.0542879
1819 3 -8.63997 0.00497572
1376 1 -9.31756 0.0332904
1377 1 -10.3227 0.0267373
1380 1 -9.03932 0.0236219
1381 2 -35.5283 0.0236468
1384 2 -29.603 0.0573139
1385 3 -8.84592 0.0293583
1386 3 -8.54793 0.0527689
1387 3 -10.9605 0.0476656
1389 3 -8.87605 0.0163147
1390 3 -6.96349 0.0346311
1392 3 -9.32617 0.0399622
1393 3 -8.33899 0.0631213
1397 3 -9.5284 0.0161784
1400 3 -9.32017 0.0564858
1822 1 -8.32657 0.00144669
1826 1 -8.19671 0.0145465
1831 2 -35.0978 0.00490532
1836 3 -9.22186 0.0116267
1839 3 -9.23001 0.0915342
1842 3 -9.22907 0.0822412
1843 3 -9.0603 0.0219168
1847 3 -9.88232 0.0410684
2219 1 -9.95506 0.0497615
1821 1 -6.08596 0.0337662
1827 1 -8.90799 0.0836983
1419 3 -8.933 0.0851266
1450 3 0.826314 0.010125
1416 3 -6.02989 0.0134839
1444 3 -5.70168 0.030009
1427 3 -7.29984 0.00567909
1406 1 -12.6487 0.0100003
972 3 -8.10458 0.0976596
1451 3 -7.4124 0.0205504
1402 1 -10.3523 0.0183523
1430 1 -10.324 0.0438345
1000 3 -8.19353 0.0579707
1434 1 -14.6528 0.0556968
995 3 -4.35601 0.133132
967 3 -4.54069 0.0346803
1447 3 -8.718 0.0107814
1439 2 -40.4145 0.051072
1887 2 -40.8741 0.0142659
1404 1 -9.93969 0.00698359
1425 3 -8.95824 0.0762393
1870 3 -7.69255 0.0356817
1411 2 -38.8422 0.0434304
1849 1 -4.48133 0.0168387
1405 1 -9.18777 0.0133131
1432 1 -10.9967 0.015258
1417 3 -4.91075 0.0239211
1408 1 -9.50912 0.0299113
1878 1 -11.3768 0.0315845
1418 3 -7.27789 0.00406533
1882 1 -15.1799 0.00955334
1409 2 -37.3159 0.00316372
1428 3 -10.5619 0.0261482
1420 3 -8.33527 0.0325529
1423 3 -7.51227 0.0335059
1415 3 -5.30719 0.0256287
1855 1 -9.90947 0.0186706
1433 1 -13.4924 0.0357795
1854 1 -11.1141 0.0399575
1412 2 -36.7803 0.0506221
1422 3 -3.43316 0.0590329
1456 3 -2.65086 0.00693185
1421 3 -6.69478 0.00855992
1414 3 -8.19478 0.0477056
1442 3 -7.67515 0.04411
1440 2 -45.9883 0.115007
1898 3 1.03575 0.0347901
1871 3 -8.56336 0.0728144
1867 3 -8.82389 0.0628156
1455 3 -6.30563 0.075194
1436 1 -9.95177 0.0883894
1449 3 -5.61027 0.172905
1883 1 -10.307 0.0242791
1448 3 -7.26228 0.0176708
1850 1 -9.57081 0.0181267
1407 1 -9.80998 0.0105445
1413 3 -8.43873 0.00668827
1903 3 -5.63773 0.00838116
1875 3 -7.60763 0.0628113
1895 3 -8.47849 0.100103
1864 3 -8.19265 0.0464233
1443 3 -1.82746 0.0497135
1453 3 -7.88446 0.0142225
1899 3 -6.42816 0.0855576
1859 2 -35.3632 0.0312097
1437 2 -38.8577 0.0222062
1892 3 -5.11672 0.0396008
1441 3 -8.44167 0.0373898
1445 3 -2.22833 0.0203751
1446 3 -4.86016 0.00382711
1403 1 -7.26357 0.0133659
1023 3 -4.06159 0.00514074
1028 3 -8.10734 0.00327859
1458 1 -10.4818 0.0394939
1472 3 -5.48329 0.0354077
1475 3 -8.71127 0.069352
1478 3 1.18499 0.00584339
1051 3 -7.6853 0.0450312
1056 3 -8.51356 0.0152833
1486 1 -9.99122 0.0334083
1490 1 -12.8715 0.0414386
1495 2 -41.0005 0.0325176
1500 3 -5.71467 0.00681895
1503 3 -8.38133 0.0382126
1506 3 -0.36918 0.0175787
1507 3 -7.2666 0.00856333
1513 1 -7.7289 0.0213158
1435 1 -9.90905 0.0509077
1462 1 -14.6734 0.00627776
1483 3 -6.3838 0.0190586
1479 3 -6.62651 0.0462951
1463 1 -9.9594 0.0634779
1467 2 -41.7797 0.0213477
1491 1 -9.50757 0.0086028
1511 3 -7.8994 0.0338926
1460 1 -11.3269 0.0141448
1461 1 -14.7926 0.0351057
1464 1 -9.8904 0.00932929
1465 2 -38.0444 0.0269494
1468 2 -46.1164 0.0302686
1469 3 -8.51359 0.00704959
1470 3 -7.67602 0.110784
1471 3 -2.23796 0.0457391
1473 3 -2.55789 0.0137428
1474 3 -4.6418 0.0204038
1476 3 -8.04338 0.0353203
1477 3 -5.93763 0.105142
1481 3 -7.49073 0.0352466
1484 3 -1.42832 0.0554477
1906 1 -11.1471 0.0347799
1910 1 -15.5487 0.0236418
1911 1 -9.78518 0.016341
1915 2 -43.31 0.00764576
1920 3 -3.94843 0.00718787
1923 3 -8.57729 0.019127
1926 3 2.24359 0.0113624
1927 3 -6.46286 0.0317018
1931 3 -5.92087 0.0178104
1488 1 -10.1146 0.084181
1489 1 -14.1009 0.013827
1492 1 -9.92298 0.0263343
1493 2 -37.6658 0.02741
1496 2 -39.4969 0.0103675
1497 3 -8.31133 0.0492104
1498 3 -7.9334 0.0261853
1499 3 -5.80735 0.0237939
1501 3 -5.75162 0.0206598
1502 3 -5.17497 0.00662479
1504 3 -7.63745 0.0475291
1505 3 -7.0477 0.00954608
1509 3 -8.0451 0.077393
1512 3 -3.17399 0.0326747
1934 1 -10.7835 0.0182636
1938 1 -14.0832 0.00683922
1943 2 -41.6664 0.00111516
1948 3 -4.79209 0.0112148
1951 3 -8.48084 0.0980058
1954 3 0.295517 0.0245265
1955 3 -7.11816 0.0147306
1959 3 -6.58023 0.0216395
1939 1 -9.98274 0.0579817
1528 3 -8.35058 0.020891
1112 3 -9.12793 0.0463413
1531 3 -8.48316 0.0275369
1534 3 -5.72568 0.0265214
1514 1 -8.90467 0.0411543
1084 3 -8.48432 0.0162959
1559 3 -8.41893 0.0239359
1541 1 -3.99869 0.0148166
1518 1 -9.5781 0.0264832
1547 1 -8.96575 0.0130921
1569 1 -4.20971 0.0580408
1539 3 -8.75809 0.0240655
1107 3 -11.2056 0.0110994
1542 1 -8.17442 0.0712436
1556 3 -9.60067 0.0842621
1079 3 -11.8 0.0573768
1967 1 -9.90388 0.0313792
1551 2 -35.2828 0.0537221
1537 3 -8.3329 0.0524882
2007 3 -8.34018 0.0343269
1961 1 -9.48239 0.0203229
1999 2 -37.8282 0.0391445
1535 3 -8.17302 0.0149206
1558 3 -8.70847 0.0283416
1540 3 -8.11168 0.00440945
1568 3 -9.04222 0.0618544
1976 3 -6.84122 0.0235528
1565 3 -8.93185 0.0294568
1524 2 -33.6713 0.0295734
1516 1 -9.48108 0.011157
1555 3 -10.0992 0.0931004
1532 3 -8.21303 0.224758
1521 2 -36.3333 0.0412889
1520 1 -9.49767 0.08226
1567 3 -9.7938 0.0303481
1526 3 -8.56125 0.0564576
1546 1 -9.04694 0.0413727
1990 1 -9.12644 0.0241759
1523 2 -37.3514 0.000475391
1519 1 -9.38343 0.00323756
1549 2 -34.8043 0.0173234
1525 3 -8.9459 0.0703836
1544 1 -8.66338 0.0193996
1517 1 -11.1344 0.0363589
1557 3 -8.75736 0.0369503
1561 3 -8.86734 0.00836121
2015 3 -8.65736 0.0225923
1971 2 -39.9425 0.0337682
1530 3 -7.47946 0.0997033
1989 1 -7.77992 0.0265252
1987 3 -8.06507 0.0458766
1994 1 -10.5409 0.0282991
1545 1 -9.72647 0.131174
1554 3 -8.99276 0.0345939
1563 3 -8.76674 0.00887927
1553 3 -8.91464 0.00455754
1548 1 -9.06364 0.0342904
1533 3 -8.05027 0.0374487
1529 3 -8.05983 0.04661
1983 3 -7.54561 0.0402584
1982 3 -2.75267 0.0112028
2004 3 -8.2486 0.0889333
1560 3 -8.8233 0.0385433
1962 1 -9.80081 0.0224996
1552 2 -31.4017 0.0857105
1527 3 -8.40879 0.0325729
2011 3 -7.49296 0.044916
1995 1 -9.15605 0.0144203
1979 3 -8.2657 0.0598205
1562 3 -6.99022 0.019373
2010 3 -4.74322 0.0261041
1966 1 -11.8328 0.00735275
1135 3 -10.5705 0.00846322
1140 3 -8.93548 0.025375
1570 1 -8.11556 0.00132881
1584 3 -9.63359 0.0294298
1587 3 -9.09587 0.0240316
1163 3 -9.734 0.0127988
1168 3 -9.16963 0.0268582
1598 1 -8.53602 0.0399948
1612 3 -9.30944 0.0180875
1615 3 -8.75079 0.0817002
1597 1 -5.45044 0.029207
1574 1 -8.82714 0.0875718
1579 2 -33.8582 0.00810899
1590 3 -7.23595 0.0026911
1591 3 -9.34703 0.00180812
1595 3 -9.98724 0.105367
1602 1 -8.4833 0.00960321
1607 2 -34.1612 0.0961594
1618 3 -7.54763 0.0304921
1619 3 -9.31614 0.044153
1575 1 -8.86209 0.0179953
1623 3 -10.1523 0.0376133
1603 1 -8.58293 0.0276454
1572 1 -8.06674 0.0493622
1573 1 -8.81351 0.00724787
1576 1 -8.60113 0.00211996
1577 2 -33.5789 0.0531987
1580 2 -28.7913 0.0280088
1581 3 -8.99175 0.0642939
1582 3 -9.61469 0.031375
1583 3 -11.5792 0.0826811
1585 3 -9.29917 0.000795056
1586 3 -9.24527 0.0116736
1588 3 -9.54384 0.00808157
1589 3 -9.55693 0.0154587
1593 3 -9.93905 0.0564475
1596 3 -10.3317 0.0214774
2018 1 -7.8861 0.0887922
2022 1 -7.79033 0.0212993
2023 1 -8.64573 0.0652784
2027 2 -35.4384 0.014182
2032 3 -9.36045 0.09276
2035 3 -9.58153 0.00802257
2038 3 -8.14762 0.0243915
2039 3 -8.95578 0.0228653
2043 3 -10.6398 0.0321279
1600 1 -7.69803 0.0273006
1601 1 -7.74308 0.012107
1604 1 -8.87985 0.0488625
1605 2 -33.1071 0.038863
1608 2 -23.4387 0.0979555
1609 3 -9.12952 0.0330999
1610 3 -9.58954 0.0349377
1611 3 -13.8667 0.0274816
1613 3 -12.1028 0.00280101
1614 3 -9.53518 0.0777626
1616 3 -9.54689 0.0368418
1617 3 -10.3244 0.10492
1621 3 -10.3633 0.0172666
1624 3 -12.4141 0.0691399
2046 1 -7.30249 0.0666175
2050 1 -5.92156 0.0322242
2055 2 -31.8559 0.0068326
2060 3 -10.7783 0.011642
2063 3 -9.16328 0.00968571
2066 3 -12.1195 0.0312234
2067 3 -10.0144 0.0107899
2071 3 -11.3317 0.0372765
2017 1 -5.54938 0.110204
2045 1 -2.709 0.0320784
2051 1 -8.57135 0.0515295
1640 3 -9.75654 0.0196613
1674 3 -10.8111 0.0818588
1635 2 -33.2646 0.0471309
1659 1 -8.79666 0.187902
1653 1 -2.79783 0.0263953
1671 3 -8.92878 0.0322013
1654 1 -8.2634 0.0379962
1626 1 -8.16263 0.0575795
1643 3 -9.20637 0.0104238
1219 3 -8.24695 0.0714395
1196 3 -9.05249 0.00239832
1658 1 -8.01705 0.0763533
1224 3 -9.0908 0.0805272
1668 3 -10.1758 0.00382886
1663 2 -32.4273 0.0154411
1630 1 -6.77447 0.0445537
1191 3 -12.7049 0.0373831
1647 3 -9.28046 0.014072
1679 3 -9.52051 0.169383
1641 3 -13.7086 0.0809985
1636 2 -20.927 0.0318732
1649 3 -10.5674 0.00186852
1629 1 -6.33229 0.0421659
2079 1 -8.68176 0.011018
2088 3 -10.9972 0.00188221
1645 3 -10.3628 0.0098302
1638 3 -9.7274 0.0435216
2073 1 -1.45435 0.0537836
2074 1 -7.36751 0.0335281
2107 1 -8.68232 0.0480672
1637 3 -9.54982 0.0219096
1661 2 -34.3931 0.00434105
1673 3 -9.6589 0.0468365
1665 3 -9.61038 0.0416368
1683 1 -4.19116 0.0659684
2122 3 -9.11477 0.107311
1660 1 -8.61644 0.0168144
1639 3 -13.7367 0.0159066
1677 3 -9.82085 0.153789
1646 3 -9.6038 0.00967683
1631 1 -8.76634 0.00918311
2094 3 -11.8682 0.0223206
2116 3 -10.5021 0.00384748
1664 2 -21.7138 0.00156824
1652 3 -15.0608 0.00806176
2106 1 -7.24665 0.010312
1632 1 -8.47083 0.0121625
1655 1 -1.40895 0.0305623
2127 3 -10.6356 0.018192
1666 3 -9.25723 0.0357739
1675 3 -9.66659 0.0459209
1642 3 -10.6261 0.0492345
2111 2 -32.275 0.008218
1672 3 -9.47382 0.00709496
1633 2 -33.477 0.087736
1656 1 -7.87599 0.0586232
2091 3 -9.37157 0.0169958
2123 3 -9.83763 0.0308262
1680 3 -14.8468 0.0689006
2102 1 -7.74624 0.0820408
1644 3 -9.69606 0.0263886
2095 3 -9.78876 0.0641044
1669 3 -12.1961 0.0508663
2119 3 -9.45673 0.0252617
1651 3 -10.5775 0.0166842
1670 3 -10.4308 0.0145086
1627 1 -2.71463 0.00404438
2099 3 -10.859 0.00379118
1667 3 -13.1205 0.00994893
2078 1 -6.53849 0.00737327
1657 1 -6.42472 0.00889148
2083 2 -31.4495 0.0184411
1628 1 -7.41242 0.0238685
2101 1 -2.25417 0.0340849
1247 3 -5.17202 0.00225192
1252 3 -8.19091 0.0264671
1682 1 -9.64761 0.0287192
1686 1 -10.6433 0.00680029
1687 1 -9.62066 0.00297118
1696 3 -7.69152 0.036569
1699 3 -9.474 0.0227718
1707 3 -8.36794 0.092463
1275 3 -3.14861 0.00865001
1280 3 -7.78139 0.0102279
1710 1 -10.5043 0.016773
1724 3 -6.10947 0.000520806
1727 3 -8.58445 0.118054
1691 2 -35.4453 0.07578
1703 3 -8.98066 0.0405996
1714 1 -12.9302 0.0805623
1719 2 -37.986 0.00903308
1731 3 -7.80927 0.0496138
1735 3 -6.92948 0.00471512
1702 3 -5.86882 0.0513049
1730 3 -2.88587 0.0677179
1684 1 -8.68059 0.02716
1685 1 -7.22645 0.0526594
1688 1 -9.30805 0.04158
1689 2 -35.4634 0.00691899
1692 2 -28.2652 0.0246897
1693 3 -8.79979 0.0234119
1694 3 -8.61211 0.0703054
1695 3 -9.88185 0.0159238
1697 3 -9.68622 0.0276864
1698 3 -8.99779 0.00573027
1700 3 -8.94022 0.00729084
1701 3 -8.91654 0.00963943
1705 3 -9.49935 0.032059
1708 3 -13.1356 0.0236006
2130 1 -8.4694 0.00364639
2134 1 -8.14569 0.00454069
2135 1 -9.1652 0.035685
2139 2 -33.1731 0.0241436
2144 3 -10.1222 0.0266445
2147 3 -9.23361 0.0166573
2150 3 -9.99846 0.0204085
2151 3 -8.90636 0.00766884
2155 3 -9.44122 0.0677234
1712 1 -9.94514 0.0119085
1713 1 -9.26231 0.0307601
1716 1 -9.54559 0.0425513
1717 2 -37.5234 0.0531544
1720 2 -34.7979 0.0130136
1721 3 -8.65103 0.115826
1722 3 -7.9888 0.0424662
1723 3 -8.35644 0.0741156
1725 3 -5.53228 0.00564137
1726 3 -7.49169 0.00477107
1728 3 -8.25023 0.0056504
1729 3 -7.14337 0.0139869
1733 3 -8.82849 0.068492
1736 3 -8.90828 0.0242242
2158 1 -9.29612 0.0188513
2162 1 -9.47354 0.0731811
2163 1 -9.58642 0.00123496
2167 2 -35.1839 0.00571773
2172 3 -8.56438 0.0034549
2175 3 -8.74235 0.0546247
2178 3 -7.11761 0.0854494
2179 3 -8.72446 0.0135199
2183 3 -8.51162 0.0135567
1711 1 -7.71161 0.010726
2129 1 -2.56001 0.0382363
2185 1 -7.60681 0.0118425
1787 3 -6.7529 0.0289765
1303 3 -2.88727 0.0212774
1308 3 -7.42111 0.0539716
1786 3 0.560625 0.0232958
1738 1 -11.1914 0.0206752
1791 3 -6.40249 0.0551052
1763 3 -6.07507 0.0146551
1331 3 -6.84419 0.0185395
1743 1 -10.0724 0.00225258
1770 1 -13.965 0.01623
1336 3 -7.89187 0.0169108
1752 3 -4.6696 0.0156033
1715 1 -9.94771 0.151326
1747 2 -41.487 0.0222971
1771 1 -9.81005 0.0864745
1780 3 -5.10932 0.0231745
1775 2 -42.0298 0.0246172
1783 3 -8.50718 0.0156589
1755 3 -8.41324 0.0197373
1766 1 -10.6926 0.0223438
1777 3 -8.34825 0.0244697
1757 3 -6.08281 0.0146058
1740 1 -10.9337 0.00512108
1772 1 -9.72595 0.00767854
1781 3 -3.63588 0.0331274
2200 3 -6.71054 0.067763
1785 3 -5.87367 0.0233041
2223 2 -41.4081 0.0237926
1769 1 -14.0766 0.0818853
1764 3 -5.84662 0.0542188
1761 3 -7.95067 0.0235897
1782 3 -4.49879 0.00870729
1758 3 0.952041 0.0188887
2235 3 -7.19222 0.00473629
1751 3 -4.07423 0.0151749
1744 1 -9.59534 0.0888505
1748 2 -41.875 0.0437213
2206 3 -5.55897 0.0762505
1784 3 -7.66676 0.0415018
2203 3 -8.76213 0.0702661
2234 3 1.26975 0.0328851
1741 1 -11.6878 0.00896849
1759 3 -6.89768 0.0181303
2228 3 -4.50431 0.0770676
1754 3 -5.03186 0.0757965
2186 1 -10.433 0.0486135
1749 3 -8.43459 0.0274728
1773 2 -37.9163 0.12181
2190 1 -12.4633 0.035468
1742 1 -15.0085 0.130028
1776 2 -44.7 0.0597651
2207 3 -7.06521 0.0085103
2218 1 -15.1599 0.0996116
2214 1 -11.133 0.0131917
2191 1 -9.89382 0.00366385
